ds,unique_id,y
2019-01-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-01-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-01-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,469.3025
2019-01-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,1073.41
2019-01-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-01-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-01-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,47.61
2019-01-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,70.0
2019-02-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,800.0
2019-02-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,270.8
2019-02-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-02-01,172278ec-ee15-4106-b84a-716f68df6ad5,6833.3015
2019-02-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-02-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-02-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-02-01,38db8afa-af04-43a7-8296-af1423eaf864,72.0
2019-02-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,0.0
2019-02-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,1102.78
2019-02-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-02-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,460.0
2019-02-01,49b52531-0c3e-4281-a284-fe86cca90063,224.0
2019-02-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-02-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-02-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-02-01,5dc422fd-f619-444f-a67d-bf09142bd91b,0.0
2019-02-01,62484e06-d9b3-4c13-8105-2026befb0e39,148.0
2019-02-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-02-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-02-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,820.6745
2019-02-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-02-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,210.0
2019-02-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,150.0
2019-02-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-02-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,461.632
2019-02-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,808.335
2019-02-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,150.0
2019-02-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,114.0
2019-02-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-02-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-02-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-02-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,853.184
2019-02-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,985.987
2019-02-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-02-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-02-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,35.282
2019-02-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,70.0
2019-03-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,804.0
2019-03-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,268.2
2019-03-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-03-01,172278ec-ee15-4106-b84a-716f68df6ad5,7589.5875
2019-03-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-03-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-03-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-03-01,2ce40402-9c4a-4a68-9457-a939e941a87a,0.138
2019-03-01,38db8afa-af04-43a7-8296-af1423eaf864,80.0
2019-03-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,614.905
2019-03-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,2980.523
2019-03-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-03-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,460.0
2019-03-01,49b52531-0c3e-4281-a284-fe86cca90063,224.0
2019-03-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-03-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-03-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-03-01,5dc422fd-f619-444f-a67d-bf09142bd91b,0.0
2019-03-01,62484e06-d9b3-4c13-8105-2026befb0e39,148.0
2019-03-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-03-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-03-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,1317.6585
2019-03-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-03-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,210.0
2019-03-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,150.0
2019-03-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-03-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,498.4205
2019-03-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,907.3845
2019-03-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,150.0
2019-03-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,114.0
2019-03-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-03-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-03-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-03-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,959.2025
2019-03-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,1389.982
2019-03-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-03-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-03-01,f3bbbd76-c50c-4e5d-b76d-a38f260fdbb8,166.0485
2019-03-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,165.8415
2019-03-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,82.0
2019-04-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,812.464
2019-04-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,273.8
2019-04-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-04-01,172278ec-ee15-4106-b84a-716f68df6ad5,7444.434500000001
2019-04-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-04-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-04-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-04-01,2ce40402-9c4a-4a68-9457-a939e941a87a,22.862
2019-04-01,38db8afa-af04-43a7-8296-af1423eaf864,88.0
2019-04-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,727.559
2019-04-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,8386.926
2019-04-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-04-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,460.0
2019-04-01,49b52531-0c3e-4281-a284-fe86cca90063,224.0
2019-04-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-04-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-04-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-04-01,5dc422fd-f619-444f-a67d-bf09142bd91b,0.0
2019-04-01,62484e06-d9b3-4c13-8105-2026befb0e39,185.1795
2019-04-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-04-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-04-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,1640.5095
2019-04-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-04-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,210.0
2019-04-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,150.0
2019-04-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-04-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,486.702
2019-04-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,878.7494999999999
2019-04-01,9d374448-68a0-4f3c-8a75-7011e06c6706,10.626
2019-04-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,150.0
2019-04-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,114.0
2019-04-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-04-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-04-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-04-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,3363.611
2019-04-01,d9edf60d-71a5-4a22-b362-2c7342812573,104.8685
2019-04-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,2205.999
2019-04-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-04-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-04-01,f3bbbd76-c50c-4e5d-b76d-a38f260fdbb8,194.718
2019-04-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,386.0895
2019-04-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,82.0
2019-05-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,843.744
2019-05-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,262.6
2019-05-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-05-01,172278ec-ee15-4106-b84a-716f68df6ad5,5147.758
2019-05-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-05-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-05-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-05-01,2ce40402-9c4a-4a68-9457-a939e941a87a,19.872
2019-05-01,38db8afa-af04-43a7-8296-af1423eaf864,96.0
2019-05-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,759.368
2019-05-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,8160.652
2019-05-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-05-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,500.6
2019-05-01,49b52531-0c3e-4281-a284-fe86cca90063,232.0
2019-05-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-05-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-05-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-05-01,5dc422fd-f619-444f-a67d-bf09142bd91b,4.0
2019-05-01,62484e06-d9b3-4c13-8105-2026befb0e39,226.72899999999998
2019-05-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-05-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-05-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,2722.7975
2019-05-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-05-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,210.0
2019-05-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,150.0
2019-05-01,7f8fcf19-3e28-4813-af91-397251a8b50e,62.9625
2019-05-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-05-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,498.455
2019-05-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,966.8625000000001
2019-05-01,9d374448-68a0-4f3c-8a75-7011e06c6706,21.39
2019-05-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,150.0
2019-05-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,146.66
2019-05-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-05-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-05-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-05-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,8905.001
2019-05-01,d9edf60d-71a5-4a22-b362-2c7342812573,43.631
2019-05-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,2828.103
2019-05-01,e2fdfd31-44c4-474a-9f9e-deda8511c203,24.61
2019-05-01,e6d63723-1f67-4ceb-a26c-7bfae9161238,124.683
2019-05-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-05-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-05-01,f3bbbd76-c50c-4e5d-b76d-a38f260fdbb8,208.6675
2019-05-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,548.1935
2019-05-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,159.441
2019-06-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,841.835
2019-06-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,265.2
2019-06-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-06-01,172278ec-ee15-4106-b84a-716f68df6ad5,5372.6175
2019-06-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-06-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-06-01,29a3c127-091a-40a4-b289-79eba4d7d1d8,68.4365
2019-06-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-06-01,2ce40402-9c4a-4a68-9457-a939e941a87a,18.9175
2019-06-01,38db8afa-af04-43a7-8296-af1423eaf864,96.0
2019-06-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,916.9295
2019-06-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,7112.381
2019-06-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-06-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,464.0
2019-06-01,49b52531-0c3e-4281-a284-fe86cca90063,232.0
2019-06-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-06-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-06-01,5cbb7fc7-58ff-4e74-a047-995a06a0a11a,33.7985
2019-06-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-06-01,5dc422fd-f619-444f-a67d-bf09142bd91b,4.0
2019-06-01,62484e06-d9b3-4c13-8105-2026befb0e39,222.94549999999998
2019-06-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-06-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-06-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,2088.86
2019-06-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-06-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,210.0
2019-06-01,768ee0de-e99a-47bd-9197-cb17bfa8542f,54.8435
2019-06-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,176.8
2019-06-01,7f8fcf19-3e28-4813-af91-397251a8b50e,212.3015
2019-06-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-06-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,484.793
2019-06-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,956.0985000000001
2019-06-01,9d374448-68a0-4f3c-8a75-7011e06c6706,20.7
2019-06-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,154.0
2019-06-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,512.751
2019-06-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-06-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-06-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-06-01,c00ef7e3-53bc-4305-9ef3-5f22085e35f3,380.374
2019-06-01,cb12f301-3c5f-436b-9a64-6340e5984f1c,52.2905
2019-06-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,9835.983499999998
2019-06-01,d9edf60d-71a5-4a22-b362-2c7342812573,0.0
2019-06-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,3321.66
2019-06-01,e2fdfd31-44c4-474a-9f9e-deda8511c203,76.8545
2019-06-01,e6d63723-1f67-4ceb-a26c-7bfae9161238,150.9375
2019-06-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-06-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-06-01,f3bbbd76-c50c-4e5d-b76d-a38f260fdbb8,180.3085
2019-06-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,1031.9180000000001
2019-06-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,1015.57
2019-06-01,ff60c83b-72fa-464a-9f3c-5bdf51842611,137.31
2019-07-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,843.905
2019-07-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,515.8149999999999
2019-07-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-07-01,172278ec-ee15-4106-b84a-716f68df6ad5,7024.673
2019-07-01,1ddfcda3-c00c-4c06-9489-d42f82a2b8d2,290.0
2019-07-01,1fc6d41b-9a1a-40a5-9fa0-2d808d9319ec,70.0
2019-07-01,29a3c127-091a-40a4-b289-79eba4d7d1d8,79.5915
2019-07-01,2b6e3549-9b03-49b4-91b8-2888d7aa2035,70.0
2019-07-01,2ce40402-9c4a-4a68-9457-a939e941a87a,436.701
2019-07-01,3446db36-6b80-4188-bd07-080f4ddbc0bb,25.76
2019-07-01,38db8afa-af04-43a7-8296-af1423eaf864,96.0
2019-07-01,39cd89db-9f02-4d7a-b581-f1a2b0354292,1180.8315
2019-07-01,42c6433e-cf07-4bdb-a946-2a470b3227a9,10146.61
2019-07-01,471a5036-6451-4c20-bad3-1a284f971c11,170.0
2019-07-01,4789ac37-c380-4ba9-b983-9ab1a32f4bb6,564.4
2019-07-01,49b52531-0c3e-4281-a284-fe86cca90063,232.0
2019-07-01,5157fb8f-04ed-4b64-9a38-37a338e82083,80.0
2019-07-01,53be60b6-e803-4028-815e-a5650e9d3cff,3.4385
2019-07-01,5b1214d4-0678-4d59-8240-8abe5c0ff063,280.0
2019-07-01,5cbb7fc7-58ff-4e74-a047-995a06a0a11a,1545.508
2019-07-01,5cde0134-eeac-4e7a-abdd-88ce9cf6dcf2,140.0
2019-07-01,5dc422fd-f619-444f-a67d-bf09142bd91b,4.0
2019-07-01,62484e06-d9b3-4c13-8105-2026befb0e39,227.02800000000002
2019-07-01,642387f3-026b-4109-bee6-0fbb1a92c69c,160.0
2019-07-01,67a8b134-26d7-47f0-bf10-f19f58c30638,630.0
2019-07-01,6ee6f98c-d55f-4f59-9338-22db3db5f550,2519.1785
2019-07-01,75dd458b-c52c-4d4c-873d-9ef179daf805,290.0
2019-07-01,766c0322-561e-4d4a-a28b-5b1e6b8b8c8f,214.416
2019-07-01,768ee0de-e99a-47bd-9197-cb17bfa8542f,403.2475
2019-07-01,7f44f3b8-609e-4ac3-9572-ebeb0f8d07a7,227.6
2019-07-01,7f8fcf19-3e28-4813-af91-397251a8b50e,3880.2725
2019-07-01,97fa405c-b0fe-4187-9158-15e6b124d985,140.0
2019-07-01,9ba7cc61-7ed5-4a9f-88b0-6b753011e4ef,498.708
2019-07-01,9cdc9d34-8c34-424f-8594-0adf13959ab0,1008.0899999999999
2019-07-01,9d374448-68a0-4f3c-8a75-7011e06c6706,21.39
2019-07-01,9e01feab-5c19-4bb9-973d-0f3f1488f8d8,154.0
2019-07-01,a0195622-5260-485a-8ca0-4808eee1eace,628.981
2019-07-01,a03b990c-74b9-4444-8d18-be72a1d6d4ea,534.44
2019-07-01,a3abf9c0-7ca0-45ce-bf30-d1745e80db00,80.0
2019-07-01,a59a23f1-cab1-487d-afb4-337ef485b133,757.827
2019-07-01,a86b123c-7605-4fbb-9e2d-e03f8724842b,144.0
2019-07-01,a96380da-b920-4d1d-9db4-cded0b9d562f,280.0
2019-07-01,c00ef7e3-53bc-4305-9ef3-5f22085e35f3,472.604
2019-07-01,cb12f301-3c5f-436b-9a64-6340e5984f1c,933.3745
2019-07-01,d48184f9-32c9-4ee2-a731-5c77b4f26362,10150.7615
2019-07-01,d9edf60d-71a5-4a22-b362-2c7342812573,0.0
2019-07-01,db2e9f01-d0ff-4b7a-a9a4-f2071e5f3d4c,4842.006
2019-07-01,e275f849-dbb5-43b9-9d30-07ea04f664f3,7.636
2019-07-01,e2fdfd31-44c4-474a-9f9e-deda8511c203,80.0285
2019-07-01,e6d63723-1f67-4ceb-a26c-7bfae9161238,519.9265
2019-07-01,e77c3707-24b4-48a5-8e96-235535e63b22,70.0
2019-07-01,ea8dec27-572c-44ed-9ced-1a8ee9e8c708,70.0
2019-07-01,f3bbbd76-c50c-4e5d-b76d-a38f260fdbb8,261.51
2019-07-01,f3da9f2a-9fd3-4e19-a955-ad04750d22c0,58.466
2019-07-01,f438e34b-156c-4b3e-b909-2bf6ec1434e1,1108.6345000000001
2019-07-01,f81a406b-eef8-4716-a217-5d1a752e61bb,226.757
2019-07-01,f9746a24-d545-4fde-a6cc-f41e6d007fb8,1203.296
2019-07-01,ff60c83b-72fa-464a-9f3c-5bdf51842611,1222.841
2019-08-01,0122a0b7-dee8-4d5a-90df-517b267260a1,3.956
2019-08-01,0b008a9e-f673-4782-81af-a9ac12cae6a4,844.4110000000001
2019-08-01,0e55c6b0-c61a-4ed4-b458-e90bf3720836,486.065
2019-08-01,139a2c92-dc09-4ae4-9e81-1762c85fee03,70.0
2019-08-01,172278ec-ee15-4106-b84a-716f68df6ad5,7158.0615
